구군분류,음식분류,업소명,전화번호,영업시간,좌석수,주차장,홈페이지,가능 외국어,예약여부,유아시설,죄식유무,후식유무,메뉴,간단설명,지하철,버스
수성구,한식,봉창이해물칼국수,053-793-0003,10:30 ~ 21:00,50석,2대,없음,"기타 (포루투갈어, 불어)",가능,불가능,불가능,가능,"해물칼국수 7,000원  찜만두 5,000원해물수제비 7,000원  얼큰칼국수 7,500원해초비빔밥 7,500원  해물파전 10,000원콩국수 7,000원",[봉창이해물칼국수]는 철저한 장인정신으로 손으로 직접 만든 칼국수의 맛을 즐길 수 있는 칼국수 전문점입니다.,"지하철은 2호선 고산역 2번 출구 약 400m이며, 도보로 약 6분 거리입니다.",버스 정류장은 `노변청구타운앞` 정류장이 가장 가깝습니다.
수성구,한식,오미가미,053-791-2111,08:00 ~ 21:00,14석,4대,없음,"기타 (포루투갈어, 불어)",불가,불가능,불가능,불가능,"오미가미 김밥 2,500원 돈가스 김밥 3,500원참치마요 김밥 3,500원 오오매운 김밥 3,500원생와시비 참치마요 3,700원  크림치즈 멸치 김밥 4,400원꿀돼지 김밥 4,100원 후토마끼 새우덴뿌라 5,500원후토마끼 생와사비 참치마요 5,500원 오미가미우동 5,000원니꾸 우동 6,500원  하야시 우동/소바 6,500원가츠카레우동 7,500원  돈가스류 6,500원 ~ 7,500원쫄면 5,000원 소고기 볶음밥 6,000원순두부밥 6,000원  모듬떡볶이 6,400원라면 3,500원  비빔만두 5,000원","오미가미는 김밥 전문점으로 일본식 김밥(후토마끼)와 함께 다양한 김밥과 우동, 돈가스, 떡복이 등을 맛볼 수 있는 분식집입니다.","지하철은 2호선 신매역 5번 출구 약 680m이며, 도보로 약 10분 거리입니다.",버스 정류장은 `신매초등학교건너` 정류장이 가장 가깝습니다.
동구,한식,전원숯불 만촌점,053-754-1900,11:00 ~ 23:00,152석(룸3),28대,없음,"기타 (포루투갈어, 불어)",가능,가능,불가능,가능,"돼지양념구이(200g) 8,000원돼지양념목살구이(200g ) 9,000원  돼지옛날갈비(200g) 9,000원돼지양념통갈비 9,500원  생삼겹살(150g) 9,500원생목살구이(150g) 9,500원  한우생갈비(120g) 19,000원한우마늘양념갈비(120g) 19,000원  한우등심구이(120g) 20,000원한우특갈비살(120g) 21,000원  한우육회(200g) 23,000원[고기드신 난 뒤]물/비빔냉면 5,000원  얼큰냉면 5,000원온/냉소면 4,000원  영양돌솥밥/곤드레돌솥밥 5,000원된장찌개 1,000원   [점심특선 11:00 ~ 16:00]영양돌솥밥정식 9,000원곤드레돌솥밥정식 9,000원  보쌈정식 8,000원돼지찌개 8,000원 육회비빔밥 + 소고기된장찌개 12,000원",[전원숯불 만촌점]은 한우와 돼지고기 전문점으로 질 좋은 고기만을 공급받아 사용하는 프랜차이즈 숯불구이 전문점입니다.,주변에 가까운 지하철이 없습니다.,버스 정류장은 `수성도서관건너` 정류장이 가장 가깝습니다.
북구,퓨전/뷔페,인주담,053-351-3172,12:00 ~ 22:00 (라스트 오더 21:00),50석,20대,없음,"영어 기타 (포루투갈어, 불어)",가능,불가능,불가능,가능,"인주담코스(2인 이상) 60,000원  [런치 메뉴]불고기 치아바타 브런치 9,000원 [런치 메뉴]부채살 덮밥 9,000원 [런치 메뉴]돈까스 8,000원 [런치 메뉴]하우스 샐러드 3,000원 [런치 메뉴]시금치 스프 2,000원  삼겹살 스테이크 16,000원부체살 스테이크 18,000원 한우 안심 스테이크 42,000원한우 소불고기 뿌리채소밥 14,000원 전복 뿌리채소밥 16,000원삼겹살 뿌리채소밥 15,000원  크림파스타 9,000원 ~ 18,000원토마토 파스타 13,000원 ~ 15,000원  올리브 오일 파스타 13,000원 ~ 17,000원",[인주담]은 양식과 한식을 같은 장소에서 즐길 수 있는 분위기 좋은 퓨전 레스토랑입니다.,주변에 가까운 지하철이 없습니다.,버스 정류장은 `북구보건소앞` 정류장이 가장 가깝습니다.
북구,한식,국물두루치기찌게꾼,053-383-0869,10:00 ~ 22:00,40석(룸1),2대,없음,"기타 (포루투갈어, 불어)",가능,불가능,불가능,가능,"찌게꾼국물두루치기 17,000원 ~ 32,000원 국물불고기 23,000원 ~ 32,000원돼지삼겹수육 25,000원 미니수육 11,000원수제샤브돈까스 9,000원 돈까스안주 13,000원왕새우튀김 15,000원",[국물두루치기찌게꾼]은 속까지 시원한 국물 두루치기 전문점으로 최상급의 돈육에 갖은 재료들을 넣고 끓여서 즐기는 찌개 같은 두루치기 전문점입니다.,주변에 가까운 지하철이 없습니다.,버스 정류장은 `한국패션센터` 정류장이 가장 가깝습니다.
중구,디저트/베이커리,르폴뒤,053-426-3006,10:00 ~ 23:00,30석,없음,blog.naver.com/lepouldu,"영어 중국어<BR>기타 (포루투갈어, 불어)",가능,불가능,불가능,불가능,"타르트(딸기,자몽) 5,900 ~ 35,000원  딸기치즈케이크 35,000원후레지애 30,000원 커스터드 크루아상 3,600원말차 크루아상 3,600원 쇼콜라 크루아상 3,600원아몬드 크루아상 3,200원  쇼콜라 컵케익 4,500원딸기 생크림 브레드 4,800원  아메리카노 3,500원초코라떼 4,800원 아인슈패너 5,000원주스(딸기,자몽,청포도,레몬티) 5,000원 ~ 6,000원",르폴뒤는 제대로 된 크로아상을 맛볼 수 있는 대구 속 작은 프랑스 베이커리 카페입니다.,"지하철은 1,2호선 반월당역 12번 출구 약 300m이며, 도보로 약 5분 거리입니다.",버스 정류장은 `2호선반월당역1` 정류장이 가장 가깝습니다.
중구,한식,신성칼국수,053-253-9479,12:00 ~ 22:00,40석,없음,없음,"영어 일본어 중국어<BR>기타 (포루투갈어, 불어)",가능,불가능,불가능,불가능,"닭칼국수 6,000원 동경칼국수 7,500원멸치칼국수 5,000원 콩국수.냉면(하절기) 6,000원코다리비빔면 7,000원  추어탕 7,000원만두(고기,김치) 4,000원  명이나물수육 7,000원 ~ 22,000원배추전 8,000원 해물파전 12,000원",신성칼국수는 직접 반죽한 저온숙성면으로 만든 다양한 종류의 칼국수를 판매하고 있는 칼국수 전문점입니다.,"지하철은 1호선 중앙로역 2번 출구 약 470m이며, 도보로 약 7분 거리입니다. 2호선 반월당역 12번 출구 방면으로 찾아오셔도 됩니다.(도보로 약 8분 거리)",버스 정류장은 `약령시건너(동성로입구)` 정류장이 가장 가깝습니다.
수성구,한식,부림산채,053-744-8985,07:00 ~ 22:00,100석(룸2),12대,없음,"기타 (포루투갈어, 불어)",가능,불가능,가능,불가능,"갈비살+곤드레돌솥밥 12,000원 소불고기전골 13,000원곤드레돌솥정식 8,000원  산채돌솥비빔밥 8,000원돼지찌개 8,000원 한우소고기국 7,000원고추장불고기정식 7,000원  갈비살(600g) 33,000원특진갈비살(100g) 15,000원  생삼겹살(120g) 9,000원※외국인 관광객을 위한 돌솥비빔밥+샤브샤브, 버섯전골, 삼계탕, 닭갈비 등의 별도의 메뉴도 준비되어 있습니다.","부림산채 고기마을은 산채돌솥비빔밥과 갈비살, 소불고기, 고추장 불고기, 갈비살 등 다양한 고기 메뉴를 판매하고 있는 음식점입니다.",주변에 가까운 지하철이 없습니다.,버스 정류장은 `동대구LPG충전소건너` 정류장이 가장 가깝습니다.
달서구,중식,늘솜짬뽕,053-622-9985,11:00 ~ 20:00(토~16;00),26석,노상주차,없음,"기타 (포루투갈어, 불어)",가능,불가능,불가능,가능,"짬뽕 6,500원  불짬뽕 7000원짜장면 4,500원 탕수육 9,000 ~ 25,000원야끼우동 7,500원  야끼밥 7,500원",대구 짬뽕 전문점 1세대. 2011년 중구에서 차가짬뽕 오픈. 진한 사골의 깊은맛이 좋은 짬뽕전문점,지하철 1호선 성당못역 1번출구에서 300m거리,서부정류장 4 혹은 서부정류장 1 정류소에서 내리시면 가장 가깝 습니다.
달서구,한식,지바페(G.bape),053-521-8547,11:00 ~ 23:00,60석,7대,없음,"기타 (포루투갈어, 불어)",가능,불가능,불가능,가능,"지바페떡볶이 3,000원 순이네떡볶이 3,000원튀오뎅/튀만두 1,000원  튀말이/차즈스틱/게살튀김 2,000원새우튀김/고추튀김 2,500원  허니만두/오징어튀김/꼬마김밥 2,000원우동 4,000원 퐁당돈까스 7,000원옛날돈까스 6,500원 샐러드우동 66,000원달달감자 3,000원  컵밥 3,000원피자 8,900원 ~ 13,900원  스푼 피자 8,900원 ~ 9,900원스테이크 14,900원 ~ 18,900원 파스타 5,900원 ~ 11,900원샐러드 5,900원 ~ 9,900원",[지바페분식]은 주문 즉시 즉석으로 요리되는 곳으로 모든 음식은 정직한 재료로 좋은것만 먹이고 싶은 엄마의 마음으로 요리하는 양식/분식 등을 판매하는 캐쥬얼 레스토랑입니다.,주변에 가까운 지하철역이 없습니다.,버스 정류장은 `장동초등학교건너` 정류장이 가장 가깝습니다.
달서구,한식,만복이쭈꾸미낙지볶음,053-644-9233,11:00 ~ 22:00,100석,25대,foodbest6449233.modoo.at/,"영어 기타 (포루투갈어, 불어)",가능,가능,불가능,가능,"쭈꾸미볶음 7,000원 낙지볶음 8,000원쭈꾸미철판 25,000원 ~ 35,000원 낙지철판 30,000원 ~ 40,000원왕새우튀김 8,000원 ~ 14,000우너  연포탕/산낙지 (가격시세)[어린이 메뉴] 돈까스 4,000원우동 3,000원  어린이볶음밥 5,000원",만복이쭈꾸미낙지볶음은 그물이 아닌 소라껍질로 잡은 최상품의 쭈꾸미만을 사용하고 있으며 숯불향 가득한 쭈꾸미와 낙지 요리를 맛볼 수 있는 쭈꾸미&낙지 요리 전문점입니다.,"지하철은 1호선 월배역 4번 출구 방면 약 760m이며, 도보로 약 11분 거리입니다.",버스 정류장은 `태왕아너스베스트앞` 정류장이 가장 가깝습니다.
달서구,한식,어촌,053-622-0002,11:00 ~ 21:30,55석,10대,없음,"기타 (포루투갈어, 불어)",가능,불가능,불가능,가능,"모듬생선구이 정식 8,000원 모듬생선구이 돌솥정식 10,000원갈치구이정식+공기밥 11,000원 칼치조림+돌솥밥 13,000원고등어구이정식+공기밥 8,000원 고등어조림+돌솥밥 10,000원모든구이 스페셜 30,000원 알곤탕 15,000원 ~ 21,000원","어촌은 갈치, 고등어, 공치, 가자미, 삼치, 조기 등 다양한 생선 구이를 맛볼 수 있는 생선 구이 전문점입니다.","지하철은 진천역 2번 출구 약 240m이며, 도보로 약 4분 거리입니다.",버스 정류장은 `진천역(2번출구)` 정류장이 가장 가깝습니다.
달서구,세계요리,와룽키타,070-8849-4013,09:00 ~ 23:00,85석,없음,없음,기타 (인도어),가능,불가능,불가능,불가능,"구라메 바까르(인도네시아식 구운 생선) 13,000원 뿌쫄뗌베(발효시킨 콩으로 만든 콩 튀김요리) 6,000원 굴라이 깜뻥(양고기 수프) 7,000원나시고랭(인도네시아식 볶음밥) 7,000원",와룽키타 인도네시아 현지인이 직접 요리하는 곳으로 인도네시아 현지 음식 그대로 맛볼 수 있는 인도네시아 음식 전문점입니다.,"지하철은 2호선 성서산업단지역 4번 출구 방면 약 420m이며, 도보로 약 6분 거리입니다.",버스 정류장은 `성서119안전센터건너` 정류장이 가장 가깝습니다.
달서구,세계요리,더포,053-285-4540,11:30 ~ 22:00,72석,300대,thephogs.itrocks.kr/,영어 기타 (인도어),가능,불가능,불가능,불가능,"가느엉라짠 7,000원 짜조 9,000원스페셜에피타이저 15,000원 월남쌈 24,000 ~ 33,000원팃느엉 21,000원 포(쌀국수) 9,000 ~ 10,000원퍼텁깜 9,000 ~ 10,000원 퍼싸오텁깜 10,000원분짜 12,000원 껌텀 9,000원껌돔양 11,000원 [ 세트메뉴 ]2인세트 21,000 / 31,000원 3인세트 33,000 / 44,000 / 47,000원4인세트 45,000 / 53,000 / 55,000원",정통 베트남 요리를 한국인의 입맛에 맛도록 현지화한 음식점. 단골이 많은 프랜차이즈 본점.,지하철 죽전역 2번출구에서 길 건너 편에 위치 도보로 5분거리,[ 죽전네거리 1정류장 ] 혹은 [ 우방드림시티앞 ]정류장이 가장 가깝습니다.
수성구,퓨전/뷔페,아리아나브로이,053-765-8886,18:00 - 22:00,400석(룸4),300대(호텔주차장),blog.naver.com/arianabrau,영어 일본어 기타 (인도어),가능,가능,불가능,가능,"호텔 뷔페 - 한식, 양식, 중식, 일식, 디저트, 샐러드 등 약 150종의 음식 제공","대구지역에서  입, 눈, 귀가 즐거운 유일한 뷔페. 전면에 영화관 처럼 큰 영상 화면과 조명, 음악이 어우러져 즐기면서 식사 할 수 있는 곳.",지하철 3호선 수성못 역 인근 입니다.,TBC 앞 정류장이 가장 가깝습니다. 도보로 1분 거리 입니다.
수성구,세계요리,타지마할인코리아,053-795-1686,11:30 ~ 22:00,72석(룸4),9대,blog.naver.com/tajmahal_in.do,영어 기타 (인도어),가능,불가능,불가능,가능,"평일 런치 세트 10,900원 사모사 5,000원야채 스프 3,500원 탄두리 치킨 반마리 8,500원양고기 케밥 21,900원 아소티드 케밥 32,900원치킨 칠리 14,900원 플레인 난 2,000원갈릭 난 2,500원 치즈 난 5,000원마살라 난 5,000원 야채 커리 10,900원치킨 커리 11,900원 양고기 커리 13,900원새우 커리 13,900원",[타지마할 인 코리아]는 인도 현지 오너 셰프가 직접 조리하는 인도 정통 요리를 만날 수 있는 인도 요리 전문점입니다.,"지하철은 2호선 신매역 5번 출구 방면 약 450m이며, 도보로 약 7분 거리입니다.",버스 정류장은 `신매시장` 정류장이 가장 가깝습니다.
수성구,퓨전/뷔페,카운티마켓,053-767-6588,11:20 ~ 22:00 (브레이크 타임 16:00 ~ 17:30),,주차불가,htcountymarket.co.kr/,기타 (인도어),,불가능,불가능,불가능,"평일 런치 샐러드바 16,500원 (초등학생/소아 14,500원/9,00원) 디너/주말 샐러드바 26,800원  (초등학생/소아 14,500원/9,00원)평일 런치 뉴욕 점보 스테이크+샐러드바 29,700원 평일 런치 햄버거 스테이크+샐러드바 22,500원디너 주말 뉴욕 점보 스테이크+샐러드바 43,300원 디너 주말 랍스타 갈릭 치즈구이+샐러드바 54,800원",울창한 자작나무 숲을 뒤로한 [카운티마켓]은 자연을 닮은 60~80가지의 신선한 샐러드를 만날 수 있는 분위기 좋은 자연식 플래터 뷔페입니다.,주변에 가까운 지하철이 없습니다.,버스 정류장은 `수성관광호텔앞` 정류장이 가장 가깝습니다.
수성구,양식,무무스,053-762-7555,11:00 ~ 22:00 (평일 브레이크 타임 15:30 ~ 17:00),116석(룸2),30대,moomoos.itrocks.kr/,영어 기타 (인도어),가능,불가능,불가능,가능,"샐러드바만 이용 시(평일) 9,000원 평일 저녁, 주말, 공휴일 12,000원파스타 13,500 ~ 15,000원 피자 9,900 ~ 16,500원스테이크 13,500원 ~ 35,500원 메인셰프 추천 런치메뉴 17,500원 ~ 29,000원커플 세트 38,500 ~ 57,500원 패밀리 세트 89,000원 ~ 115,000원","무무스는 스테이크, 파스타, 화덕피자, 샐러드바를 즐길 수 있는 유러피안 레스토랑입니다.","주변에 가까운 지하철이 없습니다. 가장 가까운 지하철역은 3호선 수성못역 1번 출구 방면 약 1.7km이며, 도보로 약 25분 거리입니다.",버스 정류장은 `수성랜드2` 정류장이 가장 가깝습니다.
달서구,한식,주왕산삼계탕,053-633-8118,10:00 ~ 22:30,130석(룸3),30대,없음,기타 (러시아어),,불가능,불가능,가능,"약수삼계탕 12,500원 한방삼계탕 15,000원참옻삼계탕 16,000원 송이삼계탕 16,000원전복삼계탕 18,000원 전복한방삼계탕 22,000원송이전복삼계탕 23,000원 장뇌삼삼계탕 30,000원송이찜닭 27,000원","주왕산삼계탕은 청송 달기 약수로 만든 삼계탕 전문점입니다.  약수삼계탕, 한방삼계탕 참옻삼계탕 등 다양한 종류의 삼계탕을 판매하고 있습니다.","지하철 1호선 대곡역 3번 출구 방면 약 600m이며, 도보로 약 9분 거리.",버스 정류장은 `삼성래미안1차건너` 정류장이 가장 가깝습니다.
동구,한식,팔공산순두부청국장,053-985-6680,09:00 ~ 21:00,250석(룸2),70대,없음,영어 기타 (러시아어),가능,불가능,가능,가능,"순두부찌개 7,000원 순두부백반 7,000원송이순두부 10,000원 청국장 7,000원순두부전골 12,000원 순두부송이전골 20,000원돌솥밥+청국장 10,000원 돌솥밥+해물순두부 10,000원송이돌솥밥 15,000원 송이칼국수 10,000원보쌈정식+청국장 12,000원 보쌈정식+해물순두부 12,000원돌솥보쌈정식 15,000원 보쌈 30,000원","[팔공산순두부청국장]은 50년 이상 전통의 3대째 대를 이은 순두부, 청국장 전문점입니다.",주변에 지하철이 없습니다.,버스 정류장은 `공산초등학교앞` 정류장이 가장 가깝습니다.
동구,양식,라라코스트 동촌유원지점,053-959-3230,11:00 ~ 22:00 (브레이크 타임 15:00 ~ 17:00),106석,40대,www.raracost.com/,영어 일본어 기타 (러시아어),평일만 가능,가능,불가능,가능,"스테이크&커틀렛류 8,900원 ~ 13,500원 봉골레&오일파스타류 5,900원 ~ 10,900원 토마토 파스타류 8,900원 ~ 10,900원크림 파스타류 8,900원 ~ 12,900원 필라프&리조또류 8,500원 ~ 10,900원  샐러드&샐러드 파스타류 6.900원 ~ 10,900원  화덕피자류 10,900원 ~ 15,900원","라라코스트 국내에서 시작된 대한민국 대표 프랜차이즈 패밀리레스토랑입니다. 누구나 부담없이 스테이크, 파스타, 샐러드, 화덕피자 등을 즐길 수 있습니다.","지하철 1호선 동촌역 3 출구 방면 약 810m이며, 도보로 약 12분 거리입니다.",버스 정류장은 `아양아트센터건너` 정류장이 가장 가깝습니다.
남구,한식,큰형님숯불촌&한식뷔페,053-622-6225,11:00 ~ 22:00,120석,20대,없음,중국어<BR>기타 (러시아어),가능,불가능,불가능,가능,"한식 뷔페 5,900원 왕갈비(200g) 9,000원양념목살(280g) 7,000원 생삼겹살(150g) 10,000원삼겹1980(280g) 7,000원 LA갈비(120g) 10,000원소삼겹살(200g) 7,000원  된장찌개+공기밥 1,000원물냉면 3,500원  비냉면 4,000원",[큰형님숯불촌&한식뷔페]는 저렴한 가격으로 한식 뷔페와 다양한 육고기를 만날 수 있는 숯불고기와 한식뷔페 전문점입니다.,"지하철 1,3호선 명덕역 방면 약 320m~480m이며 도보로 약 5분~7분 거리입니다.",버스 정류장은 `경북여상건너` 정류장이 가장 가깝습니다.
달서구,세계요리,뉴살라딘,053-588-9259,11:00 ~ 23:00,100석(룸1),3대,없음,영어 기타 (러시아어),가능,불가능,불가능,가능,"부드러운 양고기 카레 12,000원 버터크림,우유 넣어 부드러운 흰색 카레 10,000원양파,토마토소스를 넣어 요리한 매콤한 양고기 카레 12,000원 인도 파키스탄의 양고기 카레24,000원 ~ 48,000원  연한 소고기커리 10,000원인도 스타이로만든 커리 10,000원  인도 스타일 찜닭 16,000원 ~ 30,000원인도,중국스타일로 만든 밥과 커리 12,000원 치킨 글라비 케밥 12,000원탕그리 케밥 12,000원  치킨 홀리팝 10,000원","인도, 파키스탄 요리를 맛볼 수 있는 뉴살라딘은 서남아시아 오리지널 정통 커리 전문점입니다.","지하철 2호선 계명대역 6번 출구 약 685m 이며, 도보로 약 10분 거리.",버스 정류장은 `성서종합시장건너` 정류장이 가장 가깝습니다.
남구,양식,휴블랑 대구대명점,053-652-8555,11:30~21:30,70석,주차 타워,www.hueblanc.com,영어 기타 (러시아어),가능,불가능,불가능,불가능,"2인 set 34,900원 (hue스테이크+리소토or필라프+에이드1)(hue스테이크+파스타or파스타+에이드1) 3인 set 48,900원(서프스테이크+필라프 or 리소토+피자+에이드1) (서프스테이크+파스타 or 파스타+피자+에이드1)hue 스테이크 17,900원 서프 스테이크 18,900원터프 스테이크 19,900원  김치 통삼겹 필라프 13,900원씨푸드 필라프 14,900원 바나메이 로제 파스타 12,900원치킨 크림 파스타 10,900원 지구종말 피자 15,500원겟 올 치즈 피자 14,500원",무겁고 딱딱한 레스토랑의 이미지를 벗어난 캐주얼 다이닝 레스토랑으로 돌판스테이크가 유명,지하철 1호선 명덕역 4번출구에서 3분거리 (150m정도) 입니다.,경북여상앞 정류장이 가장 가깝습니다. 도보로 1분 정도 거리 입니다.
북구,한식,기와집보쌈,053-324-6886,12:00 ~ 22:00 (일요일 21:00 까지),82석(룸3),15대,없음,기타 (러시아어),가능,불가능,불가능,가능,"기와집보쌈 29,000원 ~ 49,000원  튀김족발 34,000원 ~ 39,000원1인보쌈(점심특선) 9,000원  산더미쟁반막국수 10,000원메밀막국수(물,비빔선택) 7,000원  칼국수 5,000원",기와집보쌈은 과일 숙성시킨 한약재와 야채로 여러 번 삶아 고기의 깊고 부드러운 맛을 느낄 수 있는 소문난 보쌈 전문점입니다.,"지하철은 3호선 동천역 1번 출구 약 360m이며, 도보로 약 6분 거리입니다.",버스 정류장은 `대천초등학교앞` 정류장이 가장 가깝습니다.
북구,한식,삼백식당(삼백한우뼈탕),053-313-3007,10:00 ~ 19:00,36석(룸1),없음,www.삼백한우뼈탕.com/,영어 기타 (러시아어),가능,불가능,불가능,가능,"삼백 한우뼈탕 8,000원 삼백 육개장 8,000원사골 만두국 8,000원 우리밀 만두 6,000원뼈랑전골 20,000원 ~ 30,000원 만두전골 20,000원 ~ 30,000원버섯전골 20,000원","삼백식당은 무항생제 한우뼈를 전통 가마솥 방식으로 끓여내는 한우뼈탕, 육개장 전문점입니다.",주변에 가까운 지하철이 없습니다.,"버스 정류장은 `칠곡그린빌5단지앞"" 정류장이 가장 가깝습니다."
수성구,한식,홍두깨손칼국수,053-752-9119,10:00 ~ 21:30,52석(룸3),없음,없음,기타 (베트남어),가능,불가능,불가능,불가능,"손칼국수 5,000원 칼국수곱배기 6,000원수육 17,000원 ~ 20,000원 홍어삼합 30,000원냉콩국수(계절별미) 6,500원",홍두깨손칼국수는 홍두깨로 직접 면을 뽑아 만드는 칼국수 전문점입니다.,"지하철은 2호선 수성구청역 2번 출구 약 290m이며, 도보로 약 4분 거리입니다.",버스 정류장은 `수성경찰서앞` 정류장이 가장 가깝습니다.
수성구,한식,전주콩나물국밥(다가해장국),053-742-6090,07:00 ~ 21:00 (BT 15:00 ~ 17:00),56석,5대,없음,영어 기타 (베트남어),가능,불가능,가능,가능,"콩나물국밥 6,000원 해물 콩나물국밥 7,000원비빔밥 6,000원 돌솥비빔밥 7,000원돌솥제육덮밥 7,000원 콩나물전 7,000원제육불고기 10,000원 ~ 20,000원",전주콩나물국밥(다가해장국)은 매일 신선한 채소로 요리하는 곳으로 맛이 깔끔하다고 소문난 전주 콩나물 해장국과 비빔밥 전문점입니다.,"지하철은 2호선 만촌역 4번 출구 약 790m이며, 도보로 약 12분 거리입니다.",버스 정류장은 `만촌태왕리더스앞1` 정류장이 가장 가깝습니다.
수성구,한식,제주생해물,053-755-6788,10:00 ~ 23:00,112석(룸4),20대,없음,영어 기타 (베트남어),가능,불가능,불가능,가능,"해물탕 55,000원 ~ 77,000원 해물찜 55,000원 ~ 77,000원전복탕 77,000원 ~ 99,000원  전북찜 77,000원 ~ 99,000원쫄낙지회 30,000원 참문어숙회 40,000원",제주생해물은 싱싱한 해물이 살아있는 해물요리 전문점입니다.,"지하철 2호선 만촌역 4번 출구 약 360m이며, 도보로 약 5분 거리입니다.",버스 정류장은 `만촌2동주민센터` 정류장이 가장 가깝습니다.
남구,한식,대룡민물장어,053-643-9292,11:00 ~ 22:00,230석(룸6),40대,cityfood.co.kr/file2/h_0078/38680/,영어 기타 (베트남어),가능,가능,불가능,가능,"장어 소금구이 19,000원 장어 고추장양념구이 22,000원장어 간장구이 22,000원 장어튀김 35,000원장어탕수육 40,000원 장어내장볶음 10,000원장어진국탕 10,000원 장어덮밥 10,000원장어탕 6,000원 장어구이정식(2인분이상) 15,000원등심한판(320g) 58,000원 한우 차돌박이한판(200g) 20,000원육회(200g) 30,000원 삼겹살 한접시(250g) 18,000원오리훈제 한접시(450g) 23,000원  김치찌개 한냄비 18,000원 ~ 30,000원비빔냉면 6,000원 물냉면 5,000원",대룡민물장어는 밀양에서 직접 키운 生 민물장어를 맛볼 수 있는 민물장어요리 전문점입니다.,"지하철 3호선 건들바위역 2번 출구 약 800m이며, 도보로 약 12분 거리입니다.",버스 정류장은 `미8군후문건너` 정류장이 가장 가깝습니다.
남구,한식,대해복어,053-626-1477,09:30 ~ 22:00,84석(룸1),7대,없음,기타 (베트남어),가능,불가능,불가능,가능,"복어탕 8,000원 복지리 8,000원복불고기 12,000원 복샤브샤브 15,000원복수육 25,000원 ~ 35,000원 복튀김 25,000원 ~ 35,000원복껍질회 10,000원  복어찜/아구찜 25,000원 ~ 35,000원가오리찜/대구뽈찜/미더덕찜 25,000원 ~ 35,000원",대해복어는 21년 이상의 복어 전문 오너 셰프가 직접 조리하는 복어 요리 전문점입니다.,"지하철은 1호선 영대벽원역 1번 출구 약 370m이며, 도보로 약 6분 거리입니다.",버스 정류장은 `남부경찰서앞` 정류장이 가장 가깝습니다.
남구,한식,밀양돼지국밥,053-622-1155,08:00 ~ 22:00,80석(룸1),20대,없음,기타 (베트남어),가능,불가능,가능,가능,"돼지국밥 7,000원 내장국밥 7,000원따로국밥 7,500원 수육백밥 10,000원수육 10,000원 ~ 25,000원  내장수육 20,000원 ~ 25,000원","밀양돼지국밥은 돼지국밥, 내장국밥, 따로국밥 등의 다양한 국밥과 수육, 내장 수육을 판매하고 있는 돼지국밥 전문점입니다.","지하철은 1호선 현충로역 1번 출구 약 490m이며, 도보로 약 7분 거리입니다.",버스 정류장은 `대구교통방송건너` 정류장이 가장 가깝습니다.
남구,한식,청송영계삼계탕,053-626-2992,10:00 ~ 22:00,124석(룸1),10대,없음,기타 (베트남어),가능,불가능,불가능,가능,"영계 삼계탕 14,000원 한방 삼계탕 16,000원송이 삼계탕 19,000원  전복 삼계탕 21,000원전복한방 삼계탕 23,000원 송이전복 삼계탕 25,000원고디탕 8,000원 닭갈비 10,000원닭똥집 10,000원",청송영계삼계탕은 청송 약수를 사용하여 조리한 다양한 종류의 삼계탕을 맛볼 수 있는 삼계탕 전문점입니다.,"지하철 1호선 현충로역 2번 출구 약 270m, 도보로 약 4분 거리입니다.",버스 정류장은 `서대명지구대건너` 정류장이 가장 가깝습니다.
달서구,한식,죽도생아구찜,053-643-4888,10:00 ~ 22:00,60석(룸2),노상주차,없음,기타 (베트남어),가능,불가능,불가능,가능,"아구전복수육 90,000원 ~ 120,000원 아구수육 45,000원 ~ 75,000원아구찜 25,000원 ~ 35,000원  아구탕 25,000원 35,000원돌낙지볶음 25,000원 ~ 35,000원",죽도생아구찜은 포항 죽도의 신선한 생물 아귀만 사용하고 있는 아귀요리 전문점입니다.,"주변에 가까운 지하철이 없습니다. 가장 가까운 지하철은 1호선 상인역 8번 출구 약 1.2km이며, 도보로 약 18분 거리입니다.",버스 정류장은 `상인청구타운건너` 정류장이 가장 가깝습니다.
달서구,한식,유여사추어탕,053-581-3501,11:00 ~ 21:00,60석(룸2),10대,yooyeosa.cityfood.co.kr/,기타 (베트남어),가능,불가능,불가능,가능,"추어탕 7,000원 고디탕 7,000원추어튀김 10,000원 ~ 20,000원 수육 10,000원 ~ 20,000원돈까스 6,000원",유여사추어탕은 전통 방식의 추어탕을 맛볼 수 있는 추어탕 전문점입니다.,"지하철 2호선 강창역 7번 출구 약 470m이며, 도보로 약 7분 거리입니다.",버스 정류장은 `강창역(1번출구)` 정류장이 가장 가깝습니다.
